employee_index,employee_id,predicted_attrition,attrition_probability,actual_attrition,title,tenure_years,total_training_cost,age,division,department_type,business_unit,avg_rating,avg_wlb,state,avg_engagement,race_desc,avg_satisfaction,avg_training_days,marital_desc,start_date_key,survey_date_key,training_date_key
2236,2762,1,0.6789429732062632,1,23,4.298630136986302,254.85,77,6,3,1,4.0,2.0,10,3.0,0,1.0,3.0,2,20210627.0,20230108.0,20230426.0
2237,2763,0,0.23665055529557077,0,22,5.989041095890411,430.35,28,6,3,4,2.0,4.0,10,4.0,2,2.0,4.0,2,20191019.0,20220805.0,20221124.0
2238,2764,0,0.20743314380593794,0,22,2.882191780821918,755.77,29,4,3,9,2.0,3.0,10,2.0,1,4.0,5.0,2,20221126.0,20221022.0,20230614.0
2239,2765,0,0.2942773482622733,0,22,6.156164383561644,529.91,52,23,3,5,4.0,3.0,10,3.0,1,1.0,2.0,3,20190819.0,20230105.0,20230330.0
2240,2766,1,0.6435641574454709,1,23,7.147945205479452,440.14,61,4,3,2,2.0,5.0,10,3.0,2,5.0,1.0,1,20180822.0,20220922.0,20230325.0
2241,2767,0,0.2904179050944618,0,22,3.4465753424657533,972.3,73,6,3,0,2.0,4.0,10,3.0,0,3.0,2.0,0,20220504.0,20221214.0,20230121.0
2242,2768,0,0.3115642419767796,0,22,3.33972602739726,176.6,41,21,3,9,2.0,5.0,10,2.0,0,1.0,5.0,1,20220612.0,20220820.0,20221024.0
2243,2769,0,0.3717478882937844,0,22,6.934246575342466,747.74,68,0,3,4,4.0,3.0,10,3.0,3,1.0,1.0,3,20181108.0,20220807.0,20230717.0
2244,2770,0,0.35955052570725726,0,22,4.276712328767124,451.03,76,6,3,5,5.0,3.0,10,1.0,1,2.0,5.0,0,20210705.0,20230225.0,20230707.0
2245,2771,0,0.39232256389351905,1,22,5.2684931506849315,255.16,70,23,3,0,5.0,2.0,10,2.0,3,4.0,5.0,0,20200708.0,20230128.0,20221211.0
2246,2772,0,0.2510792215673467,0,22,5.589041095890411,258.08,47,23,3,1,1.0,5.0,10,2.0,3,4.0,5.0,1,20200313.0,20230425.0,20230206.0
2247,2773,0,0.2749669637857691,0,22,2.7945205479452055,697.67,58,19,3,7,2.0,4.0,10,2.0,4,5.0,4.0,3,20221228.0,20230529.0,20230202.0
2248,2774,0,0.39327481350368954,0,22,5.578082191780822,694.23,27,6,3,2,5.0,3.0,10,1.0,3,5.0,5.0,0,20200317.0,20230528.0,20230805.0
2249,2775,0,0.26659815468365283,0,22,2.767123287671233,703.45,57,6,3,3,2.0,3.0,10,1.0,4,4.0,1.0,2,20230107.0,20230804.0,20221105.0
2250,2776,0,0.35621047008500434,0,22,3.8109589041095893,134.44,46,10,3,8,4.0,5.0,10,5.0,4,3.0,1.0,2,20211222.0,20221226.0,20230709.0
2251,2777,0,0.33173838986596543,0,22,5.46027397260274,458.37,76,9,3,6,5.0,3.0,10,5.0,2,1.0,2.0,2,20200429.0,20230802.0,20230725.0
2252,2778,0,0.29740457138650345,0,22,4.865753424657535,594.73,65,22,3,9,5.0,4.0,10,1.0,0,1.0,5.0,0,20201202.0,20230219.0,20221006.0
2253,2779,0,0.32215878555149646,0,22,3.8493150684931505,330.68,64,6,3,4,2.0,1.0,10,4.0,2,1.0,3.0,1,20211208.0,20220828.0,20230213.0
2254,2780,0,0.3357380534529145,0,22,3.504109589041096,625.69,71,9,3,5,4.0,2.0,10,3.0,4,5.0,3.0,1,20220413.0,20220829.0,20221224.0
2255,2781,1,0.6400367380085049,1,22,4.808219178082192,437.26,51,6,3,0,4.0,2.0,10,1.0,0,2.0,5.0,0,20201223.0,20230212.0,20221112.0
2256,2782,0,0.33600259195116844,0,22,6.542465753424658,134.99,32,9,3,1,2.0,3.0,10,3.0,1,5.0,2.0,2,20190331.0,20221007.0,20221017.0
2257,2783,0,0.263967726316761,0,23,2.3424657534246576,880.21,46,23,3,7,1.0,1.0,10,3.0,4,1.0,4.0,1,20230611.0,20230106.0,20230520.0
2258,2784,0,0.37924126407707504,0,23,4.402739726027397,427.99,40,6,3,8,2.0,4.0,10,4.0,4,3.0,5.0,0,20210520.0,20230109.0,20220908.0
2259,2785,0,0.3647988824669991,0,23,4.9150684931506845,925.68,53,6,3,9,4.0,5.0,10,3.0,2,1.0,1.0,3,20201114.0,20220815.0,20221126.0
2260,2786,0,0.31998285954025163,0,23,6.794520547945205,485.05,18,6,3,6,1.0,1.0,10,4.0,0,3.0,4.0,3,20181229.0,20221207.0,20230616.0
2261,2787,0,0.3923566627829632,0,23,4.47945205479452,720.07,73,5,3,9,4.0,5.0,10,4.0,4,2.0,5.0,0,20210422.0,20230410.0,20230418.0
2262,2788,1,0.5779763280152741,1,23,2.3643835616438356,161.15,74,14,3,4,1.0,3.0,10,4.0,1,1.0,5.0,3,20230603.0,20230529.0,20230121.0
2263,2789,0,0.2693452267987561,0,22,4.468493150684932,899.17,79,22,3,1,4.0,2.0,10,1.0,0,2.0,4.0,0,20210426.0,20221203.0,20230606.0
2264,2790,1,0.4837133860148014,0,22,6.46027397260274,438.31,60,2,3,2,4.0,2.0,10,1.0,2,5.0,1.0,3,20190430.0,20230103.0,20220920.0
2265,2791,0,0.3351981518764475,0,22,4.279452054794521,903.18,75,6,3,3,2.0,1.0,10,1.0,4,3.0,3.0,3,20210704.0,20230119.0,20230408.0
2266,2792,0,0.22796903059350754,0,22,2.6356164383561644,607.81,70,4,3,4,1.0,4.0,10,3.0,1,4.0,2.0,2,20230224.0,20220909.0,20230521.0
2267,2793,0,0.25405827759090177,0,22,4.619178082191781,774.44,40,24,3,5,1.0,3.0,10,2.0,1,5.0,1.0,0,20210302.0,20230327.0,20221009.0
2268,2794,0,0.3907380274237726,0,22,3.797260273972603,644.38,45,6,3,6,5.0,4.0,10,5.0,2,4.0,3.0,2,20211227.0,20220903.0,20230110.0
2269,2795,0,0.3664099745926867,0,22,3.263013698630137,457.74,73,10,3,7,4.0,1.0,10,5.0,0,1.0,4.0,2,20220710.0,20230606.0,20230430.0
2270,2796,0,0.3078407145728329,0,22,3.0684931506849313,840.27,31,4,3,8,1.0,2.0,10,2.0,0,4.0,2.0,1,20220919.0,20230805.0,20221019.0
2271,2797,0,0.26459066368414336,0,22,4.375342465753425,559.59,57,0,3,9,1.0,2.0,10,2.0,3,1.0,1.0,1,20210530.0,20220805.0,20221218.0
2272,2798,0,0.36167332328787544,0,22,5.52054794520548,840.65,51,4,3,0,2.0,2.0,10,3.0,0,4.0,1.0,0,20200407.0,20230529.0,20230424.0
2273,2799,0,0.3558331134903812,0,22,4.484931506849315,543.46,33,4,3,1,2.0,1.0,10,2.0,4,1.0,1.0,0,20210420.0,20230201.0,20230728.0
2274,2800,0,0.24796668141359202,0,22,6.2027397260273975,729.03,71,9,3,2,1.0,2.0,10,1.0,1,2.0,1.0,1,20190802.0,20230620.0,20221220.0
2275,2801,0,0.35925771113164645,0,22,3.756164383561644,449.65,27,6,3,3,5.0,4.0,10,1.0,4,3.0,4.0,0,20220111.0,20220920.0,20230614.0
2276,2802,0,0.4149466680610649,0,22,4.912328767123288,213.38,43,9,3,4,4.0,5.0,10,2.0,4,3.0,3.0,1,20201115.0,20230701.0,20230421.0
2277,2803,0,0.4214711681401202,0,22,5.435616438356164,106.21,55,9,3,5,5.0,5.0,10,4.0,0,4.0,4.0,1,20200508.0,20221104.0,20230129.0
2278,2804,0,0.4382365356905962,0,23,6.6,483.07,66,14,3,7,4.0,2.0,10,5.0,2,4.0,5.0,1,20190310.0,20221205.0,20230126.0
2279,2805,0,0.35860522356386043,0,23,3.4876712328767123,515.31,34,6,3,8,1.0,2.0,10,5.0,4,3.0,2.0,3,20220419.0,20230519.0,20230718.0
2280,2806,0,0.3767282328170257,0,23,5.873972602739726,290.8,57,2,3,9,2.0,1.0,10,1.0,0,3.0,5.0,0,20191130.0,20230414.0,20230527.0
2281,2807,1,0.5701553830618183,1,23,4.273972602739726,977.46,44,23,3,0,2.0,4.0,10,3.0,4,2.0,4.0,1,20210706.0,20230113.0,20230416.0
2282,2808,1,0.46427358923484974,0,23,6.882191780821918,105.41,25,1,3,1,4.0,4.0,10,5.0,0,2.0,5.0,0,20181127.0,20230313.0,20220923.0
2283,2809,0,0.24489317447184455,0,22,2.7041095890410958,856.23,59,19,3,9,2.0,5.0,10,1.0,2,1.0,2.0,2,20230130.0,20230213.0,20221221.0
2284,2810,0,0.3391227973669706,0,22,2.9068493150684933,964.33,63,6,3,4,4.0,5.0,10,2.0,3,5.0,3.0,1,20221117.0,20230713.0,20230405.0
2285,2811,0,0.19535915997018624,0,22,7.1726027397260275,589.88,22,6,3,5,2.0,3.0,10,3.0,2,4.0,3.0,3,20180813.0,20230413.0,20221104.0
2286,2812,0,0.4050799591516465,1,22,4.284931506849315,663.36,75,10,3,0,4.0,5.0,10,3.0,4,2.0,4.0,0,20210702.0,20220814.0,20221125.0
2287,2813,0,0.2688961123236046,0,22,3.2958904109589042,249.88,49,23,3,1,1.0,2.0,10,4.0,3,4.0,2.0,2,20220628.0,20220828.0,20230420.0
2288,2814,0,0.3416879376730943,0,22,6.720547945205479,809.89,44,6,3,7,2.0,1.0,10,4.0,2,1.0,2.0,2,20190125.0,20230713.0,20230731.0
2289,2815,0,0.24977681184465036,0,22,2.2273972602739724,224.58,45,14,3,2,4.0,3.0,10,2.0,0,5.0,5.0,2,20230723.0,20220922.0,20230510.0
2290,2816,0,0.4398256243340986,0,22,3.221917808219178,251.78,30,9,3,3,5.0,4.0,10,4.0,1,2.0,3.0,1,20220725.0,20230713.0,20230317.0
2291,2817,0,0.268686940658793,0,22,2.756164383561644,314.0,25,6,3,8,4.0,5.0,10,4.0,4,1.0,2.0,3,20230111.0,20220812.0,20230113.0
2292,2818,0,0.14401863744988966,0,22,2.213698630136986,453.51,59,7,3,6,2.0,3.0,10,4.0,2,3.0,5.0,2,20230728.0,20230621.0,20230227.0
2293,2819,0,0.2611065242894153,0,22,2.441095890410959,595.4,23,9,3,9,4.0,4.0,10,2.0,4,3.0,2.0,3,20230506.0,20221231.0,20230731.0
2294,2820,0,0.17676657238623983,0,22,3.0712328767123287,606.3,43,23,3,4,2.0,5.0,10,2.0,2,1.0,2.0,0,20220918.0,20221016.0,20221023.0
2295,2821,0,0.25928627918512964,0,22,6.101369863013699,841.22,21,6,3,5,2.0,5.0,10,2.0,2,5.0,5.0,2,20190908.0,20230412.0,20230306.0
2296,2822,0,0.40154678583432407,0,22,6.126027397260274,912.5,60,0,3,0,4.0,3.0,10,2.0,4,3.0,4.0,0,20190830.0,20230524.0,20220918.0
2297,2823,0,0.3269390535609223,0,22,2.3972602739726026,196.27,38,9,3,1,2.0,1.0,10,5.0,4,2.0,2.0,0,20230522.0,20230123.0,20220904.0
2298,2824,0,0.441929388496817,0,23,4.619178082191781,224.09,59,23,3,2,5.0,1.0,10,1.0,2,4.0,1.0,3,20210302.0,20220909.0,20220907.0
2299,2825,0,0.33355933608450455,0,23,2.665753424657534,363.8,41,15,3,3,4.0,4.0,10,5.0,2,4.0,2.0,3,20230213.0,20230222.0,20221102.0
2300,2827,1,0.6666845963212887,1,23,5.652054794520548,629.85,40,6,3,6,4.0,5.0,10,4.0,3,4.0,1.0,1,20200219.0,20220830.0,20220907.0
2301,2828,1,0.5484462908498895,1,23,3.9972602739726026,915.92,77,6,3,9,2.0,3.0,10,5.0,1,5.0,3.0,2,20211015.0,20230226.0,20230130.0
2302,2829,0,0.30274823813904617,0,22,2.9095890410958902,487.27,75,4,3,9,2.0,3.0,10,2.0,3,5.0,3.0,2,20221116.0,20230207.0,20221026.0
2303,2830,0,0.27284423648600886,0,22,3.2904109589041095,266.42,28,10,3,4,1.0,2.0,10,1.0,4,2.0,1.0,1,20220630.0,20221209.0,20221206.0
2304,2831,0,0.3163592158791548,0,22,4.213698630136986,277.22,69,0,3,5,2.0,4.0,10,5.0,4,1.0,1.0,3,20210728.0,20230713.0,20230209.0
2305,2832,0,0.39267575596094006,0,22,3.8958904109589043,545.87,46,6,3,0,5.0,5.0,10,4.0,4,5.0,1.0,1,20211121.0,20221114.0,20221223.0
2306,2833,0,0.3663550370936731,0,22,5.005479452054795,182.84,31,9,3,1,2.0,2.0,10,2.0,0,5.0,3.0,1,20201012.0,20220902.0,20220824.0
2307,2834,0,0.3908728273200806,0,22,7.035616438356165,149.67,75,9,3,7,5.0,3.0,10,5.0,0,3.0,4.0,0,20181002.0,20230430.0,20230610.0
2308,2835,0,0.3917929639991695,0,22,4.243835616438356,939.72,26,4,3,2,5.0,3.0,10,4.0,4,5.0,4.0,0,20210717.0,20230330.0,20221122.0
2309,2836,0,0.23403692772398493,0,22,3.504109589041096,410.04,34,2,3,3,2.0,1.0,10,5.0,1,4.0,5.0,0,20220413.0,20220813.0,20230518.0
2310,2837,0,0.29670790127694135,0,22,4.5698630136986305,945.59,77,19,3,8,4.0,4.0,10,4.0,0,1.0,1.0,2,20210320.0,20220808.0,20230608.0
2311,2838,0,0.319754604790109,0,22,4.095890410958904,539.06,76,11,3,6,5.0,2.0,10,4.0,1,4.0,4.0,2,20210909.0,20230703.0,20230518.0
2312,2839,0,0.21686778687170855,0,22,5.857534246575343,837.22,50,9,3,9,1.0,5.0,10,1.0,1,4.0,2.0,1,20191206.0,20221023.0,20220807.0
2313,2840,0,0.2202495278497566,0,22,2.4684931506849317,360.08,23,7,3,4,2.0,3.0,10,3.0,2,2.0,3.0,0,20230426.0,20230507.0,20221004.0
2314,2841,0,0.38843885017262203,0,22,6.526027397260274,405.48,58,9,3,5,5.0,2.0,10,2.0,2,2.0,2.0,1,20190406.0,20221010.0,20230422.0
2315,2842,1,0.5758715354349232,1,22,4.986301369863014,577.78,55,9,3,0,1.0,5.0,10,2.0,1,1.0,4.0,3,20201019.0,20221110.0,20221222.0
2316,2843,0,0.3288106306006469,0,23,3.893150684931507,102.16,79,9,3,7,1.0,4.0,10,5.0,1,1.0,2.0,1,20211122.0,20221003.0,20221001.0
2317,2845,1,0.48307701189318586,0,23,5.112328767123287,764.22,41,9,3,9,4.0,2.0,10,3.0,4,4.0,2.0,2,20200903.0,20221114.0,20230206.0
2318,2846,1,0.6418901935035523,1,23,6.002739726027397,326.54,64,22,3,0,5.0,4.0,10,1.0,4,1.0,2.0,0,20191014.0,20230405.0,20220902.0
2319,2848,1,0.5380839973142915,1,22,3.589041095890411,510.12,76,14,3,0,1.0,1.0,10,2.0,4,1.0,2.0,2,20220313.0,20220811.0,20230721.0
2320,2849,0,0.3658412508738737,0,22,7.035616438356165,706.23,69,9,3,1,5.0,1.0,10,5.0,2,1.0,3.0,2,20181002.0,20230209.0,20230506.0
2321,2850,0,0.29223892609671653,0,22,3.021917808219178,634.36,50,9,3,2,1.0,4.0,10,4.0,2,1.0,2.0,0,20221006.0,20230331.0,20230426.0
2322,2851,0,0.42039754215947034,0,22,5.063013698630137,718.77,53,6,3,3,4.0,3.0,10,4.0,1,3.0,2.0,0,20200921.0,20221016.0,20230716.0
2323,2852,0,0.4077437613318381,0,22,3.8547945205479452,820.39,75,6,3,4,1.0,2.0,10,2.0,3,1.0,3.0,3,20211206.0,20230202.0,20230623.0
2324,2853,1,0.6300902840830563,1,22,2.9095890410958902,835.07,28,9,3,5,5.0,1.0,10,5.0,3,1.0,1.0,3,20221116.0,20230731.0,20230101.0
2325,2854,0,0.31383166040950405,0,22,3.2,670.82,77,5,3,6,2.0,4.0,10,1.0,2,3.0,4.0,1,20220802.0,20230305.0,20230418.0
2326,2855,0,0.37108623966188914,0,22,3.734246575342466,596.23,43,6,3,7,4.0,5.0,10,3.0,1,5.0,1.0,2,20220119.0,20230327.0,20220905.0
2327,2856,0,0.3903666473071269,0,22,3.515068493150685,842.67,70,17,3,8,5.0,2.0,10,4.0,4,5.0,2.0,1,20220409.0,20230123.0,20230103.0
2328,2857,0,0.21700881148872603,0,22,6.241095890410959,229.18,45,9,3,9,2.0,5.0,10,5.0,4,2.0,3.0,2,20190719.0,20221224.0,20221225.0
2329,2858,0,0.32996898857494583,0,22,4.115068493150685,851.72,47,4,3,0,5.0,5.0,10,1.0,3,2.0,3.0,1,20210902.0,20230712.0,20221110.0
2330,2859,0,0.27874086650108454,0,22,6.701369863013698,798.08,74,6,3,1,2.0,3.0,10,1.0,3,3.0,1.0,0,20190201.0,20220819.0,20220923.0
2331,2860,0,0.21820098800701435,0,22,2.504109589041096,587.16,62,9,3,2,2.0,4.0,10,2.0,1,1.0,3.0,1,20230413.0,20230131.0,20220913.0
2332,2861,0,0.2225938941650121,0,22,7.024657534246575,828.48,32,9,3,3,2.0,5.0,10,2.0,4,4.0,2.0,3,20181006.0,20230721.0,20221107.0
2333,2862,1,0.5152052658551152,0,23,5.558904109589041,192.39,77,4,3,7,4.0,3.0,10,1.0,3,2.0,3.0,2,20200324.0,20230310.0,20230411.0
2334,2863,0,0.23226030402067097,0,23,4.016438356164383,422.27,78,24,3,2,4.0,1.0,10,2.0,3,2.0,4.0,3,20211008.0,20230313.0,20221208.0
2335,2864,0,0.30474117303382015,0,23,3.4136986301369863,242.25,27,6,3,3,2.0,4.0,10,1.0,0,3.0,4.0,2,20220516.0,20221116.0,20230616.0
2336,2865,1,0.62404151546732,1,23,3.43013698630137,653.99,53,9,3,8,1.0,3.0,10,2.0,4,2.0,4.0,0,20220510.0,20221023.0,20230322.0
2337,2866,0,0.40658982933140747,0,23,3.9095890410958902,792.46,70,6,3,0,2.0,2.0,10,3.0,2,3.0,5.0,2,20211116.0,20230709.0,20230411.0
2338,2867,0,0.344478095784429,0,23,6.635616438356164,317.26,25,20,3,1,2.0,3.0,10,3.0,4,1.0,4.0,2,20190225.0,20230307.0,20230221.0
2339,2868,0,0.3523264728341303,0,22,3.287671232876712,866.79,76,5,3,8,5.0,1.0,10,3.0,1,4.0,5.0,1,20220701.0,20230213.0,20230617.0
2340,2869,0,0.3119072869866477,0,22,2.824657534246575,422.63,79,0,3,6,2.0,4.0,10,2.0,1,5.0,2.0,3,20221217.0,20230324.0,20230504.0
2341,2870,0,0.1888555299207428,0,22,2.219178082191781,413.42,73,17,3,9,4.0,2.0,10,5.0,1,3.0,5.0,1,20230726.0,20221128.0,20230224.0
2342,2871,1,0.460013640379317,0,22,3.5945205479452054,900.02,69,2,3,4,5.0,2.0,10,2.0,2,5.0,5.0,0,20220311.0,20230531.0,20221016.0
2343,2872,0,0.2418807397921135,0,22,5.293150684931507,573.84,53,23,3,5,2.0,1.0,10,3.0,2,5.0,3.0,1,20200629.0,20230608.0,20230320.0
2344,2873,0,0.33359427921544066,0,22,3.547945205479452,801.16,24,6,3,0,4.0,3.0,10,4.0,2,2.0,2.0,0,20220328.0,20221215.0,20230605.0
2345,2874,0,0.27461621703715183,0,22,3.663013698630137,107.25,69,7,3,1,1.0,1.0,10,3.0,4,5.0,5.0,0,20220214.0,20230314.0,20220927.0
2346,2875,0,0.3938964239254129,0,22,4.802739726027397,892.56,39,9,3,7,4.0,4.0,10,3.0,1,5.0,1.0,0,20201225.0,20230612.0,20220917.0
2347,2876,0,0.20149270663947455,0,22,2.4657534246575343,429.89,66,6,3,2,4.0,2.0,10,3.0,0,3.0,1.0,0,20230427.0,20221221.0,20230705.0
2348,2877,0,0.3154580181430511,0,22,2.9232876712328766,664.5,78,14,3,3,2.0,1.0,10,2.0,0,4.0,4.0,3,20221111.0,20230302.0,20221210.0
2349,2878,0,0.2832406619598666,0,22,4.446575342465754,925.8,64,11,3,8,2.0,3.0,10,2.0,1,3.0,5.0,1,20210504.0,20221209.0,20221201.0
2350,2879,0,0.35591707554732394,0,22,6.8191780821917805,118.94,56,5,3,6,2.0,2.0,10,1.0,1,5.0,3.0,1,20181220.0,20230107.0,20230615.0
2351,2880,0,0.3942258257550362,0,22,4.342465753424658,932.34,21,9,3,9,4.0,2.0,10,1.0,1,1.0,4.0,2,20210611.0,20230113.0,20230215.0
2352,2881,0,0.21778637186350155,0,22,2.3534246575342466,624.59,67,6,3,4,4.0,1.0,10,5.0,0,4.0,1.0,0,20230607.0,20221020.0,20230518.0
2353,2882,1,0.5689530578003715,1,22,6.402739726027397,835.35,41,18,3,5,4.0,5.0,10,3.0,0,2.0,4.0,3,20190521.0,20230110.0,20230421.0
2354,2883,0,0.427076749654008,0,23,6.624657534246575,597.63,59,9,3,1,4.0,4.0,10,4.0,2,3.0,4.0,1,20190301.0,20230614.0,20230511.0
2355,2884,0,0.34868590145995343,0,23,3.6301369863013697,974.28,43,23,3,7,2.0,4.0,10,3.0,3,2.0,4.0,1,20220226.0,20220808.0,20230501.0
2356,2886,0,0.3438117457160207,0,23,5.189041095890411,263.04,37,6,3,3,2.0,1.0,10,5.0,0,5.0,4.0,1,20200806.0,20230217.0,20230709.0
2357,2887,1,0.5582113007099189,1,23,5.712328767123288,411.52,33,18,3,8,5.0,1.0,10,5.0,1,1.0,5.0,1,20200128.0,20230624.0,20230415.0
2358,2890,0,0.21532438409515517,0,22,3.0191780821917806,838.84,34,11,3,8,2.0,5.0,10,3.0,1,5.0,5.0,2,20221007.0,20230117.0,20221010.0
2359,2891,0,0.24670470804083092,0,22,4.175342465753425,767.51,26,23,3,6,1.0,3.0,10,5.0,1,2.0,4.0,3,20210811.0,20230527.0,20221231.0
2360,2892,0,0.2332705094256492,0,22,4.512328767123288,990.52,61,2,3,9,2.0,5.0,10,2.0,2,1.0,5.0,0,20210410.0,20230205.0,20220810.0
2361,2893,0,0.32869649836261167,0,22,3.6356164383561644,205.24,77,6,3,4,2.0,1.0,10,3.0,4,1.0,5.0,0,20220224.0,20221014.0,20230605.0
2362,2894,1,0.47595800411546946,0,22,3.287671232876712,203.06,73,6,3,5,4.0,4.0,10,1.0,4,4.0,5.0,2,20220701.0,20230120.0,20230630.0
2363,2895,0,0.27966542497170177,1,22,2.5287671232876714,555.6,25,6,3,0,2.0,5.0,10,1.0,0,2.0,4.0,1,20230404.0,20230531.0,20221115.0
2364,2896,0,0.44238559870590505,0,22,3.96986301369863,794.92,42,6,3,1,4.0,1.0,10,5.0,3,4.0,5.0,0,20211025.0,20230701.0,20230701.0
2365,2897,0,0.43180798106150264,0,22,3.6136986301369864,926.17,59,6,3,7,4.0,2.0,10,3.0,2,5.0,2.0,3,20220304.0,20230404.0,20221126.0
2366,2898,0,0.40388815291044694,0,22,5.8191780821917805,832.37,32,6,3,2,4.0,3.0,10,1.0,3,4.0,1.0,2,20191220.0,20221120.0,20230622.0
2367,2899,0,0.3430368786779136,0,22,5.090410958904109,128.8,28,14,3,3,5.0,3.0,10,1.0,3,5.0,5.0,2,20200911.0,20221024.0,20230326.0
2368,2900,0,0.2765510794677349,0,22,3.9534246575342467,255.02,69,9,3,8,2.0,1.0,10,1.0,4,4.0,4.0,3,20211031.0,20221029.0,20230116.0
2369,2901,0,0.31028449221590015,0,22,6.983561643835617,674.34,27,23,3,6,4.0,5.0,10,1.0,4,4.0,4.0,2,20181021.0,20230520.0,20230713.0
2370,2902,0,0.3209692338265107,0,22,4.767123287671233,778.36,60,6,3,9,1.0,3.0,10,5.0,1,4.0,2.0,3,20210107.0,20221023.0,20230331.0
2371,2903,0,0.26908978087766533,0,22,2.6767123287671235,906.63,25,4,3,4,5.0,5.0,10,3.0,0,3.0,2.0,2,20230209.0,20220809.0,20230622.0
2372,2904,1,0.5646123108963974,1,22,5.663013698630137,986.01,74,14,3,5,4.0,4.0,10,4.0,3,2.0,4.0,3,20200215.0,20220827.0,20230506.0
2373,2905,0,0.3105589230584769,0,23,3.0,846.88,49,24,3,5,1.0,1.0,10,2.0,0,5.0,5.0,0,20221014.0,20220910.0,20221014.0
2374,2906,1,0.5291095826909086,0,23,7.035616438356165,998.74,39,6,3,6,5.0,4.0,10,2.0,0,5.0,1.0,0,20181002.0,20230715.0,20221206.0
2375,2907,0,0.23032977760918097,0,23,5.3123287671232875,510.69,58,24,3,7,4.0,5.0,10,1.0,4,4.0,4.0,3,20200622.0,20230315.0,20230212.0
2376,2908,0,0.35425966562776035,0,23,4.572602739726028,100.55,41,14,3,8,1.0,5.0,10,4.0,0,2.0,1.0,2,20210319.0,20230514.0,20221128.0
2377,2909,0,0.3409771602168977,0,23,6.550684931506849,818.39,78,6,3,9,1.0,4.0,10,2.0,2,4.0,4.0,2,20190328.0,20230213.0,20230512.0
2378,2910,0,0.3932101870423094,0,23,3.4547945205479453,763.78,76,6,3,0,1.0,3.0,10,5.0,4,1.0,1.0,0,20220501.0,20230505.0,20220919.0
2379,2911,0,0.31336544368211167,0,22,7.189041095890411,292.36,66,8,3,8,2.0,2.0,10,5.0,0,2.0,1.0,0,20180807.0,20221027.0,20230328.0
2380,2912,0,0.3304891489242843,0,22,3.4547945205479453,990.45,60,14,3,6,4.0,3.0,10,3.0,1,5.0,2.0,3,20220501.0,20230707.0,20230111.0
2381,2913,0,0.19057135456337537,0,22,5.865753424657535,989.75,69,19,3,9,2.0,2.0,10,4.0,2,1.0,3.0,0,20191203.0,20230505.0,20221201.0
2382,2914,0,0.3098041195436702,0,22,5.7835616438356166,194.13,48,19,3,4,2.0,3.0,10,5.0,2,3.0,1.0,3,20200102.0,20230529.0,20221015.0
2383,2915,1,0.5195343242154867,1,22,3.4575342465753423,993.79,30,6,3,5,1.0,2.0,10,3.0,0,4.0,2.0,3,20220430.0,20230429.0,20230325.0
2384,2916,1,0.5559914673915363,1,22,5.279452054794521,932.4,67,11,3,0,2.0,2.0,10,4.0,4,4.0,2.0,2,20200704.0,20230220.0,20221009.0
2385,2917,0,0.3768866004227249,0,22,5.69041095890411,636.37,29,6,3,1,4.0,5.0,10,1.0,3,4.0,3.0,3,20200205.0,20230117.0,20221015.0
2386,2918,0,0.4078244237974375,0,22,6.813698630136987,333.03,39,6,3,7,4.0,1.0,10,4.0,1,3.0,1.0,3,20181222.0,20221211.0,20220828.0
2387,2919,0,0.40637252616678393,0,22,6.484931506849315,195.63,31,6,3,2,5.0,2.0,10,5.0,4,1.0,1.0,2,20190421.0,20230611.0,20230423.0
2388,2920,0,0.40580233815579747,0,22,5.531506849315068,140.27,61,6,3,3,5.0,4.0,10,2.0,2,4.0,2.0,2,20200403.0,20230204.0,20220927.0
2389,2921,0,0.35686154822303096,0,22,7.063013698630137,465.54,61,0,3,8,2.0,3.0,10,5.0,0,2.0,1.0,0,20180922.0,20230315.0,20230111.0
2390,2922,0,0.41261822560745487,0,22,3.0,713.3,29,9,3,0,5.0,5.0,10,4.0,3,2.0,1.0,1,20221014.0,20230429.0,20230519.0
2391,2923,0,0.42516734998356137,0,22,3.6684931506849314,632.73,42,6,3,1,4.0,2.0,10,5.0,4,1.0,4.0,1,20220212.0,20230506.0,20221015.0
2392,2924,1,0.6239418212682416,1,22,4.561643835616438,244.84,42,6,3,2,5.0,4.0,10,5.0,0,4.0,1.0,1,20210323.0,20230516.0,20221031.0
2393,2925,1,0.5395994210069894,0,23,7.126027397260274,689.93,46,11,3,1,4.0,1.0,10,1.0,3,3.0,4.0,0,20180830.0,20230730.0,20230414.0
2394,2928,1,0.5445493476266421,0,23,4.758904109589041,175.63,49,9,3,3,5.0,1.0,10,5.0,2,4.0,2.0,0,20210110.0,20220828.0,20230621.0
2395,2929,1,0.5367721094420717,1,23,5.153424657534247,120.14,34,6,3,8,2.0,4.0,10,1.0,4,3.0,5.0,3,20200819.0,20230128.0,20220923.0
2396,2930,0,0.28153053054020016,0,23,2.4821917808219176,871.29,24,22,3,6,2.0,2.0,10,1.0,1,4.0,5.0,3,20230421.0,20230619.0,20230223.0
2397,2931,1,0.5097940423016826,1,22,5.7095890410958905,485.84,51,6,3,3,2.0,4.0,10,5.0,2,4.0,1.0,2,20200129.0,20220920.0,20230723.0
