employee_id,training_program_name,training_date,training_type,training_outcome,training_duration_days,training_cost,training_date_key
2755,Technical Skills,2022-12-21,Internal,Completed,4,118.68,20221221.0
2756,Communication Skills,2023-04-04,External,Completed,5,120.79,20230404.0
2758,Technical Skills,2023-05-17,External,Incomplete,4,100.17,20230517.0
2759,Project Management,2023-06-30,Internal,Incomplete,1,662.8,20230630.0
2760,Leadership Development,2023-05-03,Internal,Completed,3,287.59,20230503.0
2761,Project Management,2022-11-26,External,Incomplete,4,653.32,20221126.0
2762,Leadership Development,2023-04-26,Internal,Failed,3,254.85,20230426.0
2763,Technical Skills,2022-11-24,External,Completed,4,430.35,20221124.0
2764,Communication Skills,2023-06-14,External,Incomplete,5,755.77,20230614.0
2765,Customer Service,2023-03-30,Internal,Incomplete,2,529.91,20230330.0
2766,Technical Skills,2023-03-25,External,Completed,1,440.14,20230325.0
2767,Customer Service,2023-01-21,Internal,Passed,2,972.3,20230121.0
2768,Project Management,2022-10-24,Internal,Incomplete,5,176.6,20221024.0
2769,Project Management,2023-07-17,Internal,Completed,1,747.74,20230717.0
2770,Customer Service,2023-07-07,External,Passed,5,451.03,20230707.0
2771,Technical Skills,2022-12-11,Internal,Incomplete,5,255.16,20221211.0
2772,Leadership Development,2023-02-06,Internal,Passed,5,258.08,20230206.0
2773,Communication Skills,2023-02-02,Internal,Completed,4,697.67,20230202.0
2774,Communication Skills,2023-08-05,Internal,Passed,5,694.23,20230805.0
2775,Technical Skills,2022-11-05,Internal,Incomplete,1,703.45,20221105.0
2776,Leadership Development,2023-07-09,External,Incomplete,1,134.44,20230709.0
2777,Communication Skills,2023-07-25,Internal,Failed,2,458.37,20230725.0
2778,Project Management,2022-10-06,External,Failed,5,594.73,20221006.0
2779,Leadership Development,2023-02-13,Internal,Completed,3,330.68,20230213.0
2780,Communication Skills,2022-12-24,Internal,Incomplete,3,625.69,20221224.0
2781,Leadership Development,2022-11-12,Internal,Completed,5,437.26,20221112.0
2782,Leadership Development,2022-10-17,Internal,Passed,2,134.99,20221017.0
2783,Technical Skills,2023-05-20,External,Incomplete,4,880.21,20230520.0
2784,Customer Service,2022-09-08,Internal,Completed,5,427.99,20220908.0
2785,Technical Skills,2022-11-26,Internal,Completed,1,925.68,20221126.0
2786,Communication Skills,2023-06-16,External,Incomplete,4,485.05,20230616.0
2787,Technical Skills,2023-04-18,External,Passed,5,720.07,20230418.0
2788,Project Management,2023-01-21,External,Incomplete,5,161.15,20230121.0
2789,Project Management,2023-06-06,Internal,Completed,4,899.17,20230606.0
2790,Communication Skills,2022-09-20,External,Incomplete,1,438.31,20220920.0
2791,Communication Skills,2023-04-08,Internal,Passed,3,903.18,20230408.0
2792,Technical Skills,2023-05-21,External,Passed,2,607.81,20230521.0
2793,Project Management,2022-10-09,External,Incomplete,1,774.44,20221009.0
2794,Customer Service,2023-01-10,Internal,Incomplete,3,644.38,20230110.0
2795,Customer Service,2023-04-30,Internal,Failed,4,457.74,20230430.0
2796,Communication Skills,2022-10-19,External,Incomplete,2,840.27,20221019.0
2797,Communication Skills,2022-12-18,External,Failed,1,559.59,20221218.0
2798,Leadership Development,2023-04-24,External,Completed,1,840.65,20230424.0
2799,Communication Skills,2023-07-28,Internal,Incomplete,1,543.46,20230728.0
2800,Customer Service,2022-12-20,External,Incomplete,1,729.03,20221220.0
2801,Leadership Development,2023-06-14,External,Incomplete,4,449.65,20230614.0
2802,Technical Skills,2023-04-21,External,Passed,3,213.38,20230421.0
2803,Leadership Development,2023-01-29,Internal,Failed,4,106.21,20230129.0
2804,Leadership Development,2023-01-26,Internal,Completed,5,483.07,20230126.0
2805,Project Management,2023-07-18,Internal,Passed,2,515.31,20230718.0
2806,Communication Skills,2023-05-27,Internal,Incomplete,5,290.8,20230527.0
2807,Customer Service,2023-04-16,Internal,Passed,4,977.46,20230416.0
2808,Communication Skills,2022-09-23,External,Passed,5,105.41,20220923.0
2809,Technical Skills,2022-12-21,Internal,Failed,2,856.23,20221221.0
2810,Technical Skills,2023-04-05,Internal,Incomplete,3,964.33,20230405.0
2811,Technical Skills,2022-11-04,External,Completed,3,589.88,20221104.0
2812,Leadership Development,2022-11-25,External,Incomplete,4,663.36,20221125.0
2813,Technical Skills,2023-04-20,Internal,Completed,2,249.88,20230420.0
2814,Leadership Development,2023-07-31,Internal,Passed,2,809.89,20230731.0
2815,Project Management,2023-05-10,Internal,Completed,5,224.58,20230510.0
2816,Project Management,2023-03-17,External,Incomplete,3,251.78,20230317.0
2817,Technical Skills,2023-01-13,External,Failed,2,314.0,20230113.0
2818,Technical Skills,2023-02-27,External,Completed,5,453.51,20230227.0
2819,Leadership Development,2023-07-31,Internal,Failed,2,595.4,20230731.0
2820,Project Management,2022-10-23,External,Completed,2,606.3,20221023.0
2821,Technical Skills,2023-03-06,Internal,Incomplete,5,841.22,20230306.0
2822,Communication Skills,2022-09-18,Internal,Failed,4,912.5,20220918.0
2823,Communication Skills,2022-09-04,External,Incomplete,2,196.27,20220904.0
2824,Project Management,2022-09-07,Internal,Incomplete,1,224.09,20220907.0
2825,Technical Skills,2022-11-02,External,Completed,2,363.8,20221102.0
2827,Leadership Development,2022-09-07,Internal,Incomplete,1,629.85,20220907.0
2828,Communication Skills,2023-01-30,Internal,Completed,3,915.92,20230130.0
2829,Customer Service,2022-10-26,External,Passed,3,487.27,20221026.0
2830,Project Management,2022-12-06,External,Completed,1,266.42,20221206.0
2831,Communication Skills,2023-02-09,External,Incomplete,1,277.22,20230209.0
2832,Customer Service,2022-12-23,Internal,Incomplete,1,545.87,20221223.0
2833,Leadership Development,2022-08-24,External,Incomplete,3,182.84,20220824.0
2834,Technical Skills,2023-06-10,External,Completed,4,149.67,20230610.0
2835,Customer Service,2022-11-22,Internal,Completed,4,939.72,20221122.0
2836,Customer Service,2023-05-18,External,Completed,5,410.04,20230518.0
2837,Communication Skills,2023-06-08,External,Incomplete,1,945.59,20230608.0
2838,Communication Skills,2023-05-18,Internal,Completed,4,539.06,20230518.0
2839,Customer Service,2022-08-07,External,Incomplete,2,837.22,20220807.0
2840,Customer Service,2022-10-04,Internal,Incomplete,3,360.08,20221004.0
2841,Customer Service,2023-04-22,Internal,Completed,2,405.48,20230422.0
2842,Project Management,2022-12-22,Internal,Failed,4,577.78,20221222.0
2843,Leadership Development,2022-10-01,External,Completed,2,102.16,20221001.0
2845,Customer Service,2023-02-06,External,Completed,2,764.22,20230206.0
2846,Communication Skills,2022-09-02,Internal,Incomplete,2,326.54,20220902.0
2848,Customer Service,2023-07-21,Internal,Failed,2,510.12,20230721.0
2849,Technical Skills,2023-05-06,Internal,Failed,3,706.23,20230506.0
2850,Technical Skills,2023-04-26,External,Passed,2,634.36,20230426.0
2851,Communication Skills,2023-07-16,Internal,Failed,2,718.77,20230716.0
2852,Communication Skills,2023-06-23,Internal,Incomplete,3,820.39,20230623.0
2853,Leadership Development,2023-01-01,Internal,Passed,1,835.07,20230101.0
2854,Project Management,2023-04-18,External,Incomplete,4,670.82,20230418.0
2855,Technical Skills,2022-09-05,External,Passed,1,596.23,20220905.0
2856,Customer Service,2023-01-03,Internal,Completed,2,842.67,20230103.0
2857,Customer Service,2022-12-25,Internal,Completed,3,229.18,20221225.0
2858,Project Management,2022-11-10,Internal,Failed,3,851.72,20221110.0
2859,Technical Skills,2022-09-23,Internal,Completed,1,798.08,20220923.0
2860,Leadership Development,2022-09-13,External,Passed,3,587.16,20220913.0
2861,Project Management,2022-11-07,External,Completed,2,828.48,20221107.0
2862,Communication Skills,2023-04-11,Internal,Incomplete,3,192.39,20230411.0
2863,Customer Service,2022-12-08,Internal,Completed,4,422.27,20221208.0
2864,Leadership Development,2023-06-16,External,Failed,4,242.25,20230616.0
2865,Customer Service,2023-03-22,External,Passed,4,653.99,20230322.0
2866,Project Management,2023-04-11,External,Passed,5,792.46,20230411.0
2867,Leadership Development,2023-02-21,External,Incomplete,4,317.26,20230221.0
2868,Leadership Development,2023-06-17,External,Failed,5,866.79,20230617.0
2869,Leadership Development,2023-05-04,Internal,Completed,2,422.63,20230504.0
2870,Project Management,2023-02-24,Internal,Passed,5,413.42,20230224.0
2871,Communication Skills,2022-10-16,External,Incomplete,5,900.02,20221016.0
2872,Communication Skills,2023-03-20,Internal,Passed,3,573.84,20230320.0
2873,Project Management,2023-06-05,Internal,Failed,2,801.16,20230605.0
2874,Project Management,2022-09-27,Internal,Passed,5,107.25,20220927.0
2875,Project Management,2022-09-17,External,Incomplete,1,892.56,20220917.0
2876,Project Management,2023-07-05,External,Failed,1,429.89,20230705.0
2877,Customer Service,2022-12-10,Internal,Failed,4,664.5,20221210.0
2878,Project Management,2022-12-01,Internal,Incomplete,5,925.8,20221201.0
2879,Customer Service,2023-06-15,External,Failed,3,118.94,20230615.0
2880,Project Management,2023-02-15,Internal,Failed,4,932.34,20230215.0
2881,Leadership Development,2023-05-18,External,Incomplete,1,624.59,20230518.0
2882,Leadership Development,2023-04-21,Internal,Failed,4,835.35,20230421.0
2883,Customer Service,2023-05-11,External,Completed,4,597.63,20230511.0
2884,Technical Skills,2023-05-01,External,Passed,4,974.28,20230501.0
2886,Technical Skills,2023-07-09,External,Incomplete,4,263.04,20230709.0
2887,Communication Skills,2023-04-15,Internal,Completed,5,411.52,20230415.0
2890,Technical Skills,2022-10-10,Internal,Completed,5,838.84,20221010.0
2891,Technical Skills,2022-12-31,External,Incomplete,4,767.51,20221231.0
2892,Technical Skills,2022-08-10,External,Passed,5,990.52,20220810.0
2893,Leadership Development,2023-06-05,Internal,Completed,5,205.24,20230605.0
2894,Customer Service,2023-06-30,Internal,Completed,5,203.06,20230630.0
2895,Project Management,2022-11-15,External,Incomplete,4,555.6,20221115.0
2896,Technical Skills,2023-07-01,Internal,Passed,5,794.92,20230701.0
2897,Leadership Development,2022-11-26,Internal,Passed,2,926.17,20221126.0
2898,Leadership Development,2023-06-22,Internal,Completed,1,832.37,20230622.0
2899,Leadership Development,2023-03-26,Internal,Completed,5,128.8,20230326.0
2900,Customer Service,2023-01-16,External,Passed,4,255.02,20230116.0
2901,Leadership Development,2023-07-13,Internal,Incomplete,4,674.34,20230713.0
2902,Project Management,2023-03-31,External,Incomplete,2,778.36,20230331.0
2903,Customer Service,2023-06-22,External,Failed,2,906.63,20230622.0
2904,Technical Skills,2023-05-06,External,Failed,4,986.01,20230506.0
2905,Leadership Development,2022-10-14,External,Passed,5,846.88,20221014.0
2906,Technical Skills,2022-12-06,External,Incomplete,1,998.74,20221206.0
2907,Communication Skills,2023-02-12,External,Completed,4,510.69,20230212.0
2908,Leadership Development,2022-11-28,External,Passed,1,100.55,20221128.0
2909,Technical Skills,2023-05-12,Internal,Passed,4,818.39,20230512.0
2910,Technical Skills,2022-09-19,Internal,Incomplete,1,763.78,20220919.0
2911,Technical Skills,2023-03-28,Internal,Passed,1,292.36,20230328.0
2912,Communication Skills,2023-01-11,Internal,Completed,2,990.45,20230111.0
2913,Communication Skills,2022-12-01,External,Completed,3,989.75,20221201.0
2914,Communication Skills,2022-10-15,Internal,Failed,1,194.13,20221015.0
2915,Technical Skills,2023-03-25,Internal,Incomplete,2,993.79,20230325.0
2916,Technical Skills,2022-10-09,Internal,Incomplete,2,932.4,20221009.0
2917,Customer Service,2022-10-15,External,Passed,3,636.37,20221015.0
2918,Project Management,2022-08-28,External,Failed,1,333.03,20220828.0
2919,Technical Skills,2023-04-23,Internal,Failed,1,195.63,20230423.0
2920,Technical Skills,2022-09-27,External,Completed,2,140.27,20220927.0
2921,Customer Service,2023-01-11,External,Incomplete,1,465.54,20230111.0
2922,Technical Skills,2023-05-19,External,Incomplete,1,713.3,20230519.0
2923,Technical Skills,2022-10-15,Internal,Failed,4,632.73,20221015.0
2924,Technical Skills,2022-10-31,External,Failed,1,244.84,20221031.0
2925,Communication Skills,2023-04-14,External,Failed,4,689.93,20230414.0
2928,Communication Skills,2023-06-21,External,Incomplete,2,175.63,20230621.0
2929,Project Management,2022-09-23,Internal,Passed,5,120.14,20220923.0
2930,Technical Skills,2023-02-23,External,Failed,5,871.29,20230223.0
2931,Leadership Development,2023-07-23,External,Passed,1,485.84,20230723.0
2932,Communication Skills,2023-05-17,External,Completed,2,275.36,20230517.0
2933,Communication Skills,2023-07-02,External,Incomplete,3,933.67,20230702.0
2934,Technical Skills,2023-03-14,Internal,Passed,4,927.08,20230314.0
2935,Communication Skills,2023-07-25,External,Passed,4,395.52,20230725.0
2936,Leadership Development,2022-12-23,Internal,Completed,3,123.26,20221223.0
2937,Leadership Development,2023-07-25,Internal,Completed,3,198.45,20230725.0
2938,Communication Skills,2023-05-18,Internal,Passed,2,478.07,20230518.0
2939,Project Management,2022-09-06,External,Completed,3,285.5,20220906.0
2940,Communication Skills,2023-06-14,External,Passed,2,490.26,20230614.0
2941,Customer Service,2022-11-11,Internal,Completed,3,828.68,20221111.0
2942,Technical Skills,2023-02-20,External,Incomplete,2,858.29,20230220.0
2943,Communication Skills,2023-04-04,External,Completed,3,494.19,20230404.0
2944,Communication Skills,2023-02-17,Internal,Passed,4,502.56,20230217.0
2945,Communication Skills,2023-07-01,External,Failed,5,826.82,20230701.0
2946,Leadership Development,2023-07-12,Internal,Failed,4,655.83,20230712.0
2947,Project Management,2022-08-13,External,Incomplete,1,543.81,20220813.0
2950,Technical Skills,2023-03-19,Internal,Completed,2,331.52,20230319.0
2951,Leadership Development,2022-09-07,External,Passed,3,973.96,20220907.0
2952,Communication Skills,2023-05-08,Internal,Completed,3,149.09,20230508.0
2953,Leadership Development,2022-12-11,External,Incomplete,4,925.16,20221211.0
2954,Project Management,2022-10-23,External,Passed,2,833.13,20221023.0
2955,Project Management,2023-06-04,External,Failed,5,191.49,20230604.0
2956,Customer Service,2022-10-13,External,Passed,3,474.15,20221013.0
2957,Project Management,2022-08-30,External,Failed,1,550.42,20220830.0
2958,Technical Skills,2023-02-09,External,Incomplete,1,681.23,20230209.0
2959,Customer Service,2023-07-06,Internal,Incomplete,5,657.64,20230706.0
2960,Project Management,2022-12-16,Internal,Incomplete,4,449.66,20221216.0
2961,Leadership Development,2023-01-19,External,Passed,5,587.25,20230119.0
2962,Customer Service,2022-08-28,Internal,Failed,2,198.55,20220828.0
2963,Customer Service,2023-06-08,External,Completed,5,629.24,20230608.0
2964,Communication Skills,2022-10-14,Internal,Incomplete,2,614.06,20221014.0
2965,Project Management,2023-03-07,External,Completed,3,426.26,20230307.0
2966,Project Management,2022-10-17,Internal,Passed,5,197.73,20221017.0
2967,Customer Service,2023-07-21,External,Incomplete,3,145.68,20230721.0
2968,Customer Service,2022-11-20,Internal,Failed,3,764.74,20221120.0
2969,Customer Service,2022-10-18,Internal,Passed,3,405.4,20221018.0
2970,Leadership Development,2023-01-16,External,Failed,4,689.49,20230116.0
2971,Project Management,2023-04-12,Internal,Incomplete,2,141.14,20230412.0
2972,Leadership Development,2023-03-01,Internal,Passed,1,788.69,20230301.0
2973,Technical Skills,2023-07-13,Internal,Failed,5,458.81,20230713.0
2974,Project Management,2023-04-27,Internal,Passed,5,140.91,20230427.0
2975,Leadership Development,2023-07-12,External,Completed,5,551.76,20230712.0
2977,Project Management,2023-04-01,Internal,Passed,4,640.05,20230401.0
2978,Communication Skills,2022-11-02,Internal,Failed,1,470.62,20221102.0
2979,Leadership Development,2023-06-10,External,Failed,4,257.87,20230610.0
2980,Customer Service,2023-02-17,External,Passed,4,970.09,20230217.0
2981,Communication Skills,2023-06-25,External,Completed,2,197.96,20230625.0
2982,Project Management,2022-10-31,External,Failed,2,166.78,20221031.0
2983,Project Management,2023-06-25,External,Passed,4,267.6,20230625.0
2984,Project Management,2023-05-24,Internal,Incomplete,1,671.21,20230524.0
2985,Customer Service,2022-10-25,Internal,Failed,4,813.43,20221025.0
2986,Communication Skills,2023-02-20,Internal,Completed,1,501.89,20230220.0
2987,Leadership Development,2023-01-20,External,Failed,4,133.4,20230120.0
2988,Customer Service,2023-01-03,Internal,Failed,4,312.8,20230103.0
2989,Communication Skills,2022-11-24,External,Failed,3,272.76,20221124.0
2990,Project Management,2023-05-14,External,Passed,3,494.03,20230514.0
2991,Project Management,2022-12-02,Internal,Completed,3,722.92,20221202.0
2992,Leadership Development,2023-02-03,Internal,Passed,1,125.34,20230203.0
2993,Communication Skills,2022-11-03,Internal,Incomplete,3,559.24,20221103.0
2994,Project Management,2022-12-14,External,Incomplete,1,936.24,20221214.0
2995,Technical Skills,2023-07-03,Internal,Passed,1,440.35,20230703.0
2996,Technical Skills,2022-09-30,Internal,Passed,2,727.12,20220930.0
2997,Communication Skills,2023-02-16,External,Completed,4,433.14,20230216.0
2998,Customer Service,2022-10-17,External,Failed,1,764.14,20221017.0
2999,Customer Service,2023-06-14,Internal,Passed,5,800.21,20230614.0
3000,Technical Skills,2023-05-11,External,Incomplete,2,172.72,20230511.0
3001,Communication Skills,2022-12-26,Internal,Passed,5,346.93,20221226.0
3002,Leadership Development,2023-02-05,Internal,Passed,4,247.81,20230205.0
3003,Technical Skills,2022-11-16,Internal,Passed,4,144.84,20221116.0
3004,Technical Skills,2023-03-07,Internal,Incomplete,1,183.63,20230307.0
3005,Communication Skills,2023-03-21,Internal,Passed,5,997.4,20230321.0
3006,Communication Skills,2023-05-13,External,Passed,3,415.18,20230513.0
3007,Customer Service,2023-07-19,External,Incomplete,5,147.35,20230719.0
3008,Leadership Development,2023-03-15,Internal,Incomplete,3,967.08,20230315.0
3009,Leadership Development,2022-11-20,Internal,Incomplete,4,637.86,20221120.0
3013,Leadership Development,2023-05-23,Internal,Incomplete,4,776.3,20230523.0
3014,Leadership Development,2023-02-01,Internal,Completed,3,326.37,20230201.0
3015,Customer Service,2022-11-18,External,Completed,1,108.95,20221118.0
3016,Communication Skills,2023-01-26,Internal,Completed,4,550.9,20230126.0
3017,Technical Skills,2022-08-19,Internal,Incomplete,4,795.89,20220819.0
3018,Communication Skills,2023-04-02,External,Passed,1,980.49,20230402.0
3019,Technical Skills,2022-11-18,External,Failed,1,155.46,20221118.0
3020,Project Management,2023-06-19,External,Completed,2,367.74,20230619.0
3021,Customer Service,2023-08-04,External,Passed,3,115.55,20230804.0
3022,Communication Skills,2022-12-15,External,Completed,3,848.52,20221215.0
3023,Project Management,2023-05-04,Internal,Passed,5,321.61,20230504.0
3024,Technical Skills,2022-12-21,External,Passed,4,957.12,20221221.0
3025,Communication Skills,2022-08-27,External,Incomplete,3,177.63,20220827.0
3026,Customer Service,2022-11-02,External,Passed,3,864.03,20221102.0
3027,Communication Skills,2023-07-05,External,Incomplete,4,707.06,20230705.0
3028,Communication Skills,2022-10-20,Internal,Completed,4,690.29,20221020.0
3029,Project Management,2023-07-03,External,Incomplete,1,721.83,20230703.0
3030,Technical Skills,2022-12-24,Internal,Passed,2,287.34,20221224.0
3031,Technical Skills,2022-12-31,External,Incomplete,2,783.36,20221231.0
3034,Leadership Development,2022-11-25,Internal,Passed,2,947.76,20221125.0
3035,Customer Service,2023-05-09,Internal,Completed,1,498.19,20230509.0
3036,Technical Skills,2023-06-19,Internal,Failed,3,516.4,20230619.0
3037,Leadership Development,2023-05-01,Internal,Failed,5,374.69,20230501.0
3038,Customer Service,2022-08-17,Internal,Incomplete,5,244.22,20220817.0
3039,Leadership Development,2023-01-05,Internal,Completed,2,130.81,20230105.0
3040,Technical Skills,2022-12-30,Internal,Passed,5,321.03,20221230.0
3041,Project Management,2023-07-28,Internal,Completed,4,354.82,20230728.0
3042,Technical Skills,2023-02-03,Internal,Incomplete,2,513.54,20230203.0
3043,Customer Service,2023-02-21,External,Completed,5,658.12,20230221.0
3044,Leadership Development,2022-12-20,Internal,Passed,2,643.75,20221220.0
3045,Communication Skills,2023-03-03,External,Incomplete,2,290.75,20230303.0
3046,Communication Skills,2023-01-14,Internal,Passed,2,767.56,20230114.0
3047,Customer Service,2023-06-13,External,Passed,1,507.74,20230613.0
3048,Customer Service,2023-01-08,Internal,Completed,2,919.75,20230108.0
3049,Project Management,2023-01-20,External,Incomplete,4,510.95,20230120.0
3050,Project Management,2022-11-06,External,Completed,2,826.19,20221106.0
3051,Leadership Development,2023-05-02,External,Incomplete,1,992.48,20230502.0
3052,Technical Skills,2022-10-01,External,Incomplete,3,824.73,20221001.0
3053,Communication Skills,2023-07-04,External,Failed,2,588.35,20230704.0
3054,Leadership Development,2023-06-07,External,Incomplete,5,144.66,20230607.0
3056,Communication Skills,2023-06-20,External,Passed,1,535.51,20230620.0
3059,Communication Skills,2023-07-10,External,Completed,1,164.35,20230710.0
3060,Customer Service,2022-08-30,Internal,Failed,3,165.67,20220830.0
3061,Technical Skills,2022-09-10,External,Incomplete,5,602.56,20220910.0
3062,Leadership Development,2023-07-26,Internal,Passed,1,312.91,20230726.0
3063,Project Management,2022-09-28,External,Failed,3,767.52,20220928.0
3064,Project Management,2023-07-31,Internal,Incomplete,5,166.35,20230731.0
3065,Project Management,2023-06-11,Internal,Incomplete,1,997.24,20230611.0
3066,Communication Skills,2022-10-18,External,Failed,3,258.73,20221018.0
3067,Communication Skills,2022-09-01,External,Completed,1,483.26,20220901.0
3068,Customer Service,2022-11-18,External,Completed,3,261.81,20221118.0
3069,Technical Skills,2023-05-10,External,Incomplete,1,767.33,20230510.0
3070,Communication Skills,2022-12-05,External,Failed,5,848.76,20221205.0
3071,Project Management,2023-05-30,External,Incomplete,4,647.01,20230530.0
3072,Project Management,2023-01-19,Internal,Failed,1,230.6,20230119.0
3073,Customer Service,2023-01-28,Internal,Completed,1,681.4,20230128.0
3074,Leadership Development,2023-07-03,Internal,Passed,1,356.98,20230703.0
3075,Leadership Development,2023-02-20,External,Completed,4,602.12,20230220.0
3076,Communication Skills,2022-11-14,External,Passed,5,547.83,20221114.0
3077,Project Management,2022-10-31,External,Failed,3,726.88,20221031.0
3078,Leadership Development,2023-03-05,Internal,Completed,1,548.95,20230305.0
3081,Customer Service,2022-08-28,Internal,Completed,2,316.38,20220828.0
3082,Project Management,2023-05-15,External,Incomplete,4,696.51,20230515.0
3083,Technical Skills,2023-05-08,External,Completed,2,413.66,20230508.0
3084,Customer Service,2023-03-14,External,Completed,5,109.14,20230314.0
3085,Technical Skills,2023-02-23,External,Failed,2,855.84,20230223.0
3086,Communication Skills,2023-06-27,Internal,Incomplete,2,288.09,20230627.0
3087,Communication Skills,2023-07-08,Internal,Passed,2,776.34,20230708.0
3088,Customer Service,2023-05-25,External,Incomplete,3,732.88,20230525.0
3089,Leadership Development,2023-01-02,Internal,Failed,4,788.1,20230102.0
3090,Technical Skills,2022-11-24,Internal,Incomplete,4,284.29,20221124.0
3091,Project Management,2022-11-10,External,Completed,5,872.29,20221110.0
3092,Leadership Development,2022-10-07,Internal,Passed,1,372.99,20221007.0
3093,Communication Skills,2023-04-25,Internal,Passed,5,229.87,20230425.0
3094,Project Management,2023-03-01,Internal,Failed,2,544.31,20230301.0
3095,Communication Skills,2022-08-26,Internal,Failed,4,461.79,20220826.0
3096,Technical Skills,2023-04-29,Internal,Failed,1,108.99,20230429.0
3097,Project Management,2022-12-30,Internal,Incomplete,5,166.08,20221230.0
3098,Leadership Development,2022-10-04,External,Passed,1,801.69,20221004.0
3099,Technical Skills,2023-05-31,Internal,Passed,4,355.34,20230531.0
3100,Technical Skills,2023-07-16,External,Incomplete,4,136.94,20230716.0
3101,Technical Skills,2023-05-21,Internal,Completed,4,849.63,20230521.0
3104,Project Management,2023-08-02,Internal,Incomplete,3,852.79,20230802.0
3105,Technical Skills,2022-08-30,External,Failed,3,805.93,20220830.0
3106,Communication Skills,2023-05-06,External,Incomplete,3,957.31,20230506.0
3107,Leadership Development,2023-05-16,Internal,Failed,1,855.26,20230516.0
3108,Customer Service,2023-07-07,External,Completed,1,755.13,20230707.0
3109,Customer Service,2023-06-12,External,Failed,1,260.84,20230612.0
3110,Technical Skills,2022-10-29,External,Completed,3,299.97,20221029.0
3111,Leadership Development,2023-06-06,Internal,Incomplete,1,374.9,20230606.0
3112,Technical Skills,2022-09-23,Internal,Passed,5,168.79,20220923.0
3113,Leadership Development,2022-11-19,Internal,Passed,5,236.27,20221119.0
3114,Technical Skills,2023-01-10,Internal,Passed,5,569.5,20230110.0
3115,Technical Skills,2023-07-02,Internal,Incomplete,3,386.26,20230702.0
3116,Project Management,2022-08-23,External,Failed,4,323.12,20220823.0
3117,Communication Skills,2023-04-16,External,Passed,5,461.57,20230416.0
3118,Technical Skills,2022-11-06,External,Incomplete,2,543.74,20221106.0
3119,Leadership Development,2023-02-26,External,Passed,1,899.2,20230226.0
3120,Project Management,2023-07-05,External,Incomplete,2,144.25,20230705.0
3121,Leadership Development,2023-04-22,External,Failed,1,854.54,20230422.0
3123,Communication Skills,2023-01-01,External,Failed,4,479.0,20230101.0
3126,Communication Skills,2023-07-21,External,Passed,4,667.54,20230721.0
3127,Project Management,2023-02-19,External,Failed,5,309.74,20230219.0
3128,Communication Skills,2023-02-28,Internal,Completed,1,830.63,20230228.0
3129,Technical Skills,2023-06-11,Internal,Incomplete,4,277.31,20230611.0
3130,Customer Service,2023-03-21,Internal,Incomplete,3,501.5,20230321.0
3131,Leadership Development,2023-01-15,Internal,Completed,3,937.85,20230115.0
3132,Communication Skills,2023-03-16,Internal,Incomplete,3,134.92,20230316.0
3133,Communication Skills,2022-10-10,External,Incomplete,3,946.99,20221010.0
3134,Technical Skills,2023-03-18,External,Completed,4,945.68,20230318.0
3135,Communication Skills,2023-01-28,Internal,Passed,5,142.21,20230128.0
3136,Project Management,2022-11-22,External,Failed,2,386.95,20221122.0
3137,Technical Skills,2023-06-11,External,Passed,4,641.68,20230611.0
3138,Project Management,2023-07-26,Internal,Failed,2,295.67,20230726.0
3139,Communication Skills,2023-04-23,External,Completed,4,649.64,20230423.0
3140,Technical Skills,2022-12-12,External,Failed,1,402.77,20221212.0
3141,Leadership Development,2023-04-01,Internal,Incomplete,3,311.92,20230401.0
3142,Communication Skills,2023-01-09,External,Incomplete,5,730.99,20230109.0
3143,Project Management,2023-05-22,Internal,Incomplete,3,330.04,20230522.0
3144,Communication Skills,2023-07-15,Internal,Passed,3,848.99,20230715.0
3146,Technical Skills,2023-03-06,External,Passed,5,560.03,20230306.0
3147,Project Management,2022-12-20,External,Completed,4,820.65,20221220.0
3148,Communication Skills,2023-04-10,External,Completed,2,727.06,20230410.0
3149,Customer Service,2023-07-07,Internal,Failed,2,858.12,20230707.0
3150,Customer Service,2023-01-28,External,Failed,4,781.04,20230128.0
3151,Project Management,2022-10-06,Internal,Passed,2,978.88,20221006.0
3152,Communication Skills,2023-03-24,Internal,Failed,4,955.95,20230324.0
3153,Communication Skills,2023-07-11,External,Passed,5,897.64,20230711.0
3154,Customer Service,2023-05-25,External,Passed,4,418.08,20230525.0
3155,Communication Skills,2022-08-27,External,Failed,5,336.64,20220827.0
3156,Communication Skills,2023-04-02,External,Failed,4,171.46,20230402.0
3157,Project Management,2023-05-26,Internal,Incomplete,3,401.9,20230526.0
3158,Communication Skills,2022-12-19,Internal,Passed,5,266.62,20221219.0
3159,Technical Skills,2023-04-19,External,Failed,2,913.36,20230419.0
3160,Leadership Development,2023-01-11,Internal,Failed,3,619.29,20230111.0
3161,Customer Service,2022-09-15,External,Passed,3,398.98,20220915.0
3162,Technical Skills,2023-07-24,Internal,Failed,5,569.76,20230724.0
3163,Project Management,2022-10-01,Internal,Passed,4,807.32,20221001.0
3164,Project Management,2023-02-10,External,Passed,3,981.17,20230210.0
3165,Leadership Development,2022-08-28,External,Failed,4,972.9,20220828.0
3166,Project Management,2023-01-27,Internal,Incomplete,4,928.71,20230127.0
3167,Leadership Development,2023-01-15,External,Passed,1,975.21,20230115.0
3169,Communication Skills,2023-02-25,Internal,Completed,4,109.96,20230225.0
3170,Technical Skills,2022-08-28,External,Failed,2,361.28,20220828.0
